,xi,0,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.055,0.06,0.065,0.07,0.075,0.08,0.085,0.09,0.095,0.1,0.105,0.11,0.115,0.12,0.125,0.13,0.135,0.14,0.145,0.15,0.155,0.16,0.165,0.17,0.175,0.18,0.185,0.19,0.195,0.2,0.205,0.21,0.215,0.22,0.225,0.23,0.235,0.24,0.245,0.25,0.255,0.26,0.265,0.27,0.275,0.28,0.285,0.29,0.295,0.3,0.305,0.31,0.315,0.32,0.325,0.33,0.335,0.34,0.345,0.35,0.355,0.36,0.365,0.37,0.375,0.38,0.385,0.39,0.395,0.4,0.405,0.41,0.415,0.42,0.425,0.43,0.435,0.44,0.445,0.45,0.455,0.46,0.465,0.47,0.475,0.48,0.485,0.49,0.495,0.5,0.505,0.51,0.515,0.52,0.525,0.53,0.535,0.54,0.545,0.55,0.555,0.56,0.565,0.57,0.575,0.58,0.585,0.59,0.595,0.6,0.605,0.61,0.615,0.62,0.625,0.63,0.635,0.64,0.645,0.65,0.655,0.66,0.665,0.67,0.675,0.68,0.685,0.69,0.695,0.7,0.705,0.71,0.715,0.72,0.725,0.73,0.735,0.74,0.745,0.75,0.755,0.76,0.765,0.77,0.775,0.78,0.785,0.79,0.795,0.8,0.805,0.81,0.815,0.82,0.825,0.83,0.835,0.84,0.845,0.85,0.855,0.86,0.865,0.87,0.875,0.88,0.885,0.89,0.895,0.9,0.905,0.91,0.915,0.92,0.925,0.93,0.935,0.94,0.945,0.95,0.955,0.96,0.965,0.97,0.975,0.98,0.985,0.99,0.995,1
yj,j / i,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
0,0,0,0,0,-1.73472e-18,0,3.46945e-18,6.93889e-18,6.93889e-18,0,-6.93889e-18,-1.38778e-17,-2.08167e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17,-1.38778e-17,-1.38778e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17,-1.38778e-17,-2.77556e-17,-1.38778e-17,-2.77556e-17,-1.38778e-17,-1.38778e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17,0,-2.77556e-17,0,0,0,-2.77556e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17,0,-2.77556e-17,-2.77556e-17,-2.77556e-17,0,-2.77556e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17,0,-2.77556e-17,-2.77556e-17,0,-2.77556e-17,-2.77556e-17,-2.77556e-17,0,0,0,-2.77556e-17,-2.77556e-17,0,-5.55112e-17,0,-2.77556e-17,-5.55112e-17,-2.77556e-17,-2.77556e-17,0,-2.77556e-17,0,0,0,0,-2.77556e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77556e-17,0,0,0,0,0,-5.55112e-17,0,-5.55112e-17,-5.55112e-17,-5.55112e-17,-1.11022e-16,-1.11022e-16,-1.11022e-16,-1.66533e-16,-1.66533e-16,-1.66533e-16,-2.22045e-16,-2.22045e-16,-2.77556e-16,-3.33067e-16,-3.33067e-16,-3.88578e-16,-4.44089e-16,-4.44089e-16,-5.55112e-16,-6.10623e-16,-6.10623e-16,-6.66134e-16,-7.77156e-16,-7.77156e-16,-8.32667e-16,-9.4369e-16,-9.99201e-16,-1.05471e-15,-1.16573e-15,-1.22125e-15,-1.27676e-15,-1.38778e-15,-1.38778e-15,-1.4988e-15,-1.60982e-15,-1.66533e-15,-1.77636e-15,-1.83187e-15,-1.9984e-15,-1.9984e-15,-2.10942e-15,-2.22045e-15,-2.33147e-15,-2.55351e-15,-2.66454e-15,-2.66454e-15,-2.77556e-15,-2.88658e-15,-2.9976e-15,-3.10862e-15,-3.21965e-15,-3.33067e-15,-3.55271e-15,-3.55271e-15,-3.77476e-15,-3.88578e-15,-3.9968e-15,-4.10783e-15,-4.32987e-15,-4.32987e-15,-4.55191e-15,-4.66294e-15,-4.88498e-15,-4.996e-15,-5.21805e-15,-5.32907e-15,-5.44009e-15,-5.66214e-15,-5.77316e-15,-5.88418e-15,-6.10623e-15,-6.32827e-15,-6.43929e-15,-6.55032e-15,-6.77236e-15,-6.88338e-15,-7.10543e-15,-7.21645e-15,-7.43849e-15,-7.66054e-15,-7.77156e-15,-7.99361e-15,-8.21565e-15,-8.43769e-15,-8.65974e-15,-8.77076e-15,-8.99281e-15,-9.21485e-15,-9.4369e-15,-9.54792e-15,-9.76996e-15,-9.99201e-15,-1.02141e-14,-1.05471e-14,-1.06581e-14,-1.08802e-14,0
0.005,1,0,8.47407e-07,7.65117e-07,6.04767e-07,4.86258e-07,4.05364e-07,3.49071e-07,3.08531e-07,2.78386e-07,2.5538e-07,2.37446e-07,2.23228e-07,2.11809e-07,2.02535e-07,1.94938e-07,1.88682e-07,1.83495e-07,1.79184e-07,1.75598e-07,1.72599e-07,1.70102e-07,1.68028e-07,1.66297e-07,1.64877e-07,1.6371e-07,1.62755e-07,1.61999e-07,1.61394e-07,1.60932e-07,1.60596e-07,1.6035e-07,1.60204e-07,1.60132e-07,1.6012e-07,1.60178e-07,1.6027e-07,1.60417e-07,1.60594e-07,1.60793e-07,1.61034e-07,1.61278e-07,1.61558e-07,1.61842e-07,1.62135e-07,1.6245e-07,1.62752e-07,1.63081e-07,1.63391e-07,1.63718e-07,1.64036e-07,1.64353e-07,1.64678e-07,1.64985e-07,1.65309e-07,1.65604e-07,1.65922e-07,1.66208e-07,1.66514e-07,1.6679e-07,1.67081e-07,1.67343e-07,1.67618e-07,1.67867e-07,1.68125e-07,1.68356e-07,1.68596e-07,1.68809e-07,1.69036e-07,1.69229e-07,1.6944e-07,1.6961e-07,1.69808e-07,1.69962e-07,1.70135e-07,1.70281e-07,1.70419e-07,1.70568e-07,1.70675e-07,1.70807e-07,1.70905e-07,1.70995e-07,1.71102e-07,1.71165e-07,1.71234e-07,1.71309e-07,1.71347e-07,1.7138e-07,1.71426e-07,1.71451e-07,1.71452e-07,1.71448e-07,1.71447e-07,1.71436e-07,1.71414e-07,1.71381e-07,1.71336e-07,1.71281e-07,1.7122e-07,1.71152e-07,1.71073e-07,1.70986e-07,1.70894e-07,1.70795e-07,1.70686e-07,1.7057e-07,1.7045e-07,1.7032e-07,1.7018e-07,1.70031e-07,1.69872e-07,1.69706e-07,1.69545e-07,1.69382e-07,1.69196e-07,1.68992e-07,1.68804e-07,1.68612e-07,1.68387e-07,1.6817e-07,1.67962e-07,1.67712e-07,1.67481e-07,1.67245e-07,1.66977e-07,1.66738e-07,1.66458e-07,1.66192e-07,1.6592e-07,1.65624e-07,1.65349e-07,1.65033e-07,1.64748e-07,1.64424e-07,1.64123e-07,1.63789e-07,1.63474e-07,1.63134e-07,1.62807e-07,1.62457e-07,1.6212e-07,1.61761e-07,1.61419e-07,1.61052e-07,1.60705e-07,1.60331e-07,1.59983e-07,1.59607e-07,1.59259e-07,1.58886e-07,1.58535e-07,1.58172e-07,1.5782e-07,1.57473e-07,1.5712e-07,1.5679e-07,1.56445e-07,1.56133e-07,1.55812e-07,1.55517e-07,1.55236e-07,1.54964e-07,1.54732e-07,1.54509e-07,1.54331e-07,1.54182e-07,1.54067e-07,1.54015e-07,1.54e-07,1.54063e-07,1.54193e-07,1.54402e-07,1.54719e-07,1.55135e-07,1.55683e-07,1.56382e-07,1.57241e-07,1.58308e-07,1.59596e-07,1.61147e-07,1.63018e-07,1.65242e-07,1.67899e-07,1.7107e-07,1.74838e-07,1.79341e-07,1.84733e-07,1.91203e-07,1.99026e-07,2.08538e-07,2.20205e-07,2.34683e-07,2.52887e-07,2.76174e-07,3.0661e-07,3.4745e-07,4.0405e-07,4.85258e-07,6.04084e-07,7.64745e-07,8.47308e-07,0
0.01,2,0,7.65231e-07,9.64174e-07,9.20541e-07,8.21272e-07,7.25781e-07,6.46787e-07,5.83959e-07,5.34294e-07,4.94827e-07,4.63199e-07,4.37631e-07,4.16785e-07,3.99674e-07,3.85548e-07,3.73824e-07,3.64067e-07,3.55925e-07,3.49117e-07,3.43433e-07,3.38685e-07,3.34727e-07,3.3145e-07,3.28737e-07,3.26516e-07,3.2472e-07,3.23278e-07,3.22155e-07,3.21296e-07,3.20663e-07,3.20237e-07,3.19979e-07,3.19871e-07,3.19896e-07,3.20021e-07,3.20252e-07,3.20555e-07,3.2093e-07,3.21367e-07,3.21845e-07,3.22374e-07,3.22928e-07,3.23514e-07,3.24125e-07,3.24746e-07,3.2539e-07,3.26027e-07,3.26681e-07,3.27329e-07,3.27982e-07,3.28631e-07,3.29274e-07,3.29916e-07,3.30543e-07,3.31174e-07,3.31785e-07,3.32395e-07,3.32981e-07,3.33565e-07,3.34127e-07,3.34682e-07,3.35214e-07,3.35735e-07,3.36233e-07,3.36722e-07,3.37188e-07,3.37641e-07,3.38071e-07,3.38488e-07,3.38885e-07,3.39269e-07,3.39627e-07,3.39972e-07,3.40296e-07,3.40607e-07,3.40899e-07,3.41167e-07,3.41421e-07,3.4166e-07,3.41874e-07,3.42074e-07,3.42256e-07,3.42409e-07,3.42556e-07,3.42688e-07,3.42778e-07,3.4286e-07,3.42943e-07,3.42994e-07,3.43006e-07,3.43006e-07,3.43001e-07,3.42985e-07,3.42945e-07,3.42879e-07,3.42795e-07,3.42695e-07,3.42574e-07,3.42435e-07,3.42286e-07,3.42121e-07,3.41937e-07,3.41738e-07,3.41529e-07,3.41304e-07,3.4106e-07,3.40803e-07,3.4053e-07,3.40236e-07,3.39921e-07,3.39599e-07,3.39277e-07,3.38946e-07,3.38582e-07,3.38191e-07,3.37806e-07,3.37418e-07,3.36992e-07,3.36557e-07,3.36121e-07,3.3566e-07,3.35188e-07,3.34704e-07,3.34202e-07,3.3369e-07,3.33168e-07,3.32626e-07,3.32072e-07,3.31509e-07,3.3093e-07,3.30343e-07,3.29737e-07,3.29123e-07,3.28495e-07,3.2786e-07,3.27209e-07,3.26551e-07,3.25878e-07,3.25203e-07,3.24513e-07,3.2382e-07,3.23113e-07,3.22407e-07,3.21688e-07,3.20974e-07,3.20247e-07,3.19528e-07,3.18798e-07,3.18081e-07,3.17358e-07,3.16645e-07,3.15935e-07,3.15229e-07,3.14538e-07,3.1385e-07,3.1319e-07,3.12531e-07,3.11905e-07,3.11298e-07,3.10725e-07,3.10193e-07,3.09696e-07,3.09259e-07,3.08873e-07,3.0856e-07,3.0833e-07,3.08183e-07,3.08153e-07,3.08236e-07,3.08465e-07,3.08858e-07,3.09432e-07,3.10228e-07,3.11267e-07,3.12585e-07,3.14239e-07,3.16265e-07,3.18734e-07,3.21713e-07,3.25276e-07,3.2954e-07,3.34614e-07,3.40645e-07,3.47821e-07,3.56353e-07,3.6652e-07,3.78677e-07,3.93257e-07,4.10844e-07,4.32187e-07,4.58272e-07,4.90438e-07,5.3046e-07,5.80697e-07,6.44109e-07,7.23695e-07,8.19778e-07,9.1962e-07,9.6377e-07,7.65204e-07,0
0.015,3,-6.93889e-18,6.05107e-07,9.20878e-07,1.01138e-06,9.92412e-07,9.34011e-07,8.67859e-07,8.06004e-07,7.52034e-07,7.06263e-07,6.67889e-07,6.35836e-07,6.09071e-07,5.86696e-07,5.67961e-07,5.52247e-07,5.39057e-07,5.27979e-07,5.18675e-07,5.10874e-07,5.04344e-07,4.98897e-07,4.94381e-07,4.90653e-07,4.8761e-07,4.85156e-07,4.83203e-07,4.81692e-07,4.80557e-07,4.79746e-07,4.79226e-07,4.78941e-07,4.78871e-07,4.78984e-07,4.79248e-07,4.79655e-07,4.8017e-07,4.80782e-07,4.81484e-07,4.82243e-07,4.83074e-07,4.8394e-07,4.84853e-07,4.85796e-07,4.86753e-07,4.87738e-07,4.88722e-07,4.89724e-07,4.90718e-07,4.91713e-07,4.92706e-07,4.93685e-07,4.94668e-07,4.95622e-07,4.96583e-07,4.97505e-07,4.98434e-07,4.99324e-07,5.00214e-07,5.01062e-07,5.01904e-07,5.02708e-07,5.03503e-07,5.04259e-07,5.05002e-07,5.05701e-07,5.06396e-07,5.07041e-07,5.07687e-07,5.08273e-07,5.08865e-07,5.09399e-07,5.09937e-07,5.10424e-07,5.10896e-07,5.11339e-07,5.11745e-07,5.12147e-07,5.1249e-07,5.1283e-07,5.13137e-07,5.134e-07,5.13661e-07,5.13878e-07,5.14057e-07,5.1423e-07,5.14364e-07,5.14467e-07,5.14547e-07,5.14591e-07,5.146e-07,5.14595e-07,5.14567e-07,5.14512e-07,5.14426e-07,5.14306e-07,5.14156e-07,5.13984e-07,5.13788e-07,5.13565e-07,5.13319e-07,5.13052e-07,5.12764e-07,5.1245e-07,5.12115e-07,5.11761e-07,5.1138e-07,5.10971e-07,5.10535e-07,5.10077e-07,5.09604e-07,5.09122e-07,5.08613e-07,5.08075e-07,5.07521e-07,5.06943e-07,5.06334e-07,5.05726e-07,5.05089e-07,5.04414e-07,5.03745e-07,5.03039e-07,5.02308e-07,5.01581e-07,5.00802e-07,5.00026e-07,4.9922e-07,4.98394e-07,4.9756e-07,4.96682e-07,4.95817e-07,4.94901e-07,4.94001e-07,4.93049e-07,4.92108e-07,4.91126e-07,4.90151e-07,4.89143e-07,4.88133e-07,4.87096e-07,4.86061e-07,4.85001e-07,4.83947e-07,4.82865e-07,4.81796e-07,4.80701e-07,4.79627e-07,4.78528e-07,4.7745e-07,4.76357e-07,4.75283e-07,4.74208e-07,4.73144e-07,4.72096e-07,4.71054e-07,4.70045e-07,4.69047e-07,4.68092e-07,4.67166e-07,4.66282e-07,4.6546e-07,4.64686e-07,4.63998e-07,4.63383e-07,4.62873e-07,4.62476e-07,4.62204e-07,4.62093e-07,4.6215e-07,4.6241e-07,4.62906e-07,4.63658e-07,4.64722e-07,4.66134e-07,4.67945e-07,4.70224e-07,4.7303e-07,4.76451e-07,4.80584e-07,4.85535e-07,4.91446e-07,4.98469e-07,5.06794e-07,5.16653e-07,5.28318e-07,5.42125e-07,5.58487e-07,5.77902e-07,6.00986e-07,6.2849e-07,6.61309e-07,7.00474e-07,7.47058e-07,8.01857e-07,8.64549e-07,9.31534e-07,9.90743e-07,1.01046e-06,9.2058e-07,6.05186e-07,-6.93889e-18
0.02,4,0,4.86933e-07,8.22165e-07,9.93076e-07,1.05086e-06,1.04651e-06,1.01342e-06,9.69988e-07,9.25279e-07,8.83367e-07,8.45788e-07,8.12867e-07,7.84406e-07,7.59977e-07,7.39102e-07,7.21329e-07,7.06223e-07,6.93417e-07,6.82598e-07,6.73471e-07,6.65812e-07,6.59423e-07,6.54111e-07,6.49752e-07,6.46207e-07,6.43362e-07,6.4114e-07,6.39438e-07,6.382e-07,6.37371e-07,6.36874e-07,6.36689e-07,6.36758e-07,6.37046e-07,6.37539e-07,6.38184e-07,6.38978e-07,6.39893e-07,6.40899e-07,6.42007e-07,6.43165e-07,6.44397e-07,6.45666e-07,6.46968e-07,6.48306e-07,6.49646e-07,6.51017e-07,6.52375e-07,6.53745e-07,6.55106e-07,6.56455e-07,6.57803e-07,6.59119e-07,6.60439e-07,6.61716e-07,6.62994e-07,6.64226e-07,6.65453e-07,6.66633e-07,6.67799e-07,6.68921e-07,6.70023e-07,6.7108e-07,6.72115e-07,6.73103e-07,6.74067e-07,6.74984e-07,6.7588e-07,6.76722e-07,6.77544e-07,6.78318e-07,6.79064e-07,6.79772e-07,6.80441e-07,6.81077e-07,6.81676e-07,6.82234e-07,6.82765e-07,6.83247e-07,6.837e-07,6.84118e-07,6.84482e-07,6.84833e-07,6.85134e-07,6.85382e-07,6.85617e-07,6.85816e-07,6.85949e-07,6.86054e-07,6.86132e-07,6.86167e-07,6.86159e-07,6.86125e-07,6.86057e-07,6.85949e-07,6.858e-07,6.85614e-07,6.85391e-07,6.85134e-07,6.84847e-07,6.84529e-07,6.84179e-07,6.83799e-07,6.83392e-07,6.82953e-07,6.82482e-07,6.8198e-07,6.81442e-07,6.8087e-07,6.80272e-07,6.79657e-07,6.79008e-07,6.78324e-07,6.77623e-07,6.76903e-07,6.76128e-07,6.75326e-07,6.74523e-07,6.73675e-07,6.72788e-07,6.71897e-07,6.70962e-07,6.70002e-07,6.69023e-07,6.68004e-07,6.66968e-07,6.659e-07,6.64806e-07,6.63688e-07,6.62543e-07,6.61369e-07,6.60179e-07,6.58951e-07,6.57716e-07,6.5644e-07,6.55156e-07,6.53837e-07,6.5251e-07,6.5115e-07,6.49784e-07,6.48389e-07,6.4699e-07,6.45563e-07,6.44141e-07,6.42689e-07,6.4125e-07,6.39783e-07,6.38336e-07,6.36864e-07,6.35414e-07,6.33952e-07,6.32506e-07,6.31068e-07,6.29639e-07,6.28241e-07,6.26848e-07,6.25505e-07,6.24182e-07,6.22914e-07,6.21697e-07,6.20534e-07,6.19465e-07,6.18464e-07,6.17586e-07,6.16818e-07,6.16192e-07,6.15739e-07,6.1546e-07,6.1541e-07,6.15605e-07,6.1608e-07,6.16895e-07,6.18071e-07,6.19687e-07,6.21798e-07,6.24462e-07,6.27783e-07,6.31838e-07,6.36744e-07,6.4264e-07,6.49651e-07,6.57971e-07,6.67798e-07,6.79357e-07,6.92942e-07,7.08868e-07,7.27499e-07,7.4927e-07,7.74632e-07,8.04061e-07,8.3798e-07,8.76583e-07,9.19539e-07,9.65302e-07,1.00979e-06,1.0439e-06,1.04922e-06,9.92281e-07,8.22027e-07,4.87124e-07,0
0.025,5,0,4.06477e-07,7.27435e-07,9.3565e-07,1.04759e-06,1.09306e-06,1.09841e-06,1.08205e-06,1.05545e-06,1.0252e-06,9.94883e-07,9.66325e-07,9.40328e-07,9.17161e-07,8.96808e-07,8.79091e-07,8.63791e-07,8.5066e-07,8.39457e-07,8.29958e-07,8.21959e-07,8.15269e-07,8.09735e-07,8.05203e-07,8.01552e-07,7.98672e-07,7.96461e-07,7.94836e-07,7.93722e-07,7.93051e-07,7.92769e-07,7.9282e-07,7.93164e-07,7.93757e-07,7.94567e-07,7.95559e-07,7.96713e-07,7.97997e-07,7.99398e-07,8.00891e-07,8.02459e-07,8.04087e-07,8.05765e-07,8.07478e-07,8.0922e-07,8.10973e-07,8.12741e-07,8.14504e-07,8.1627e-07,8.18023e-07,8.19762e-07,8.21486e-07,8.23181e-07,8.24859e-07,8.265e-07,8.28121e-07,8.29698e-07,8.3125e-07,8.32755e-07,8.34233e-07,8.3566e-07,8.37056e-07,8.38399e-07,8.39708e-07,8.40966e-07,8.42188e-07,8.43355e-07,8.44487e-07,8.45558e-07,8.46606e-07,8.47581e-07,8.48542e-07,8.49421e-07,8.50287e-07,8.51089e-07,8.51846e-07,8.52575e-07,8.53223e-07,8.53864e-07,8.54435e-07,8.54956e-07,8.5545e-07,8.55877e-07,8.56265e-07,8.56604e-07,8.56901e-07,8.5715e-07,8.57339e-07,8.57475e-07,8.57585e-07,8.57646e-07,8.57652e-07,8.57611e-07,8.57532e-07,8.57407e-07,8.57234e-07,8.57013e-07,8.56745e-07,8.56435e-07,8.56086e-07,8.55699e-07,8.5527e-07,8.54805e-07,8.54303e-07,8.53763e-07,8.53181e-07,8.52558e-07,8.51894e-07,8.51194e-07,8.50464e-07,8.49698e-07,8.48887e-07,8.48039e-07,8.47176e-07,8.46274e-07,8.45322e-07,8.44336e-07,8.43319e-07,8.42268e-07,8.41188e-07,8.40055e-07,8.38906e-07,8.37719e-07,8.36475e-07,8.35236e-07,8.33927e-07,8.32603e-07,8.31245e-07,8.29836e-07,8.28428e-07,8.2695e-07,8.25473e-07,8.23936e-07,8.22392e-07,8.20801e-07,8.19192e-07,8.17546e-07,8.15881e-07,8.14183e-07,8.1247e-07,8.10725e-07,8.08967e-07,8.07182e-07,8.0539e-07,8.03574e-07,8.01755e-07,7.99914e-07,7.98075e-07,7.96224e-07,7.94379e-07,7.92527e-07,7.90684e-07,7.88849e-07,7.87024e-07,7.85226e-07,7.83446e-07,7.81705e-07,7.79996e-07,7.7834e-07,7.76741e-07,7.75215e-07,7.73771e-07,7.72426e-07,7.71198e-07,7.70111e-07,7.69181e-07,7.68439e-07,7.67909e-07,7.67624e-07,7.67622e-07,7.67943e-07,7.68633e-07,7.69748e-07,7.71342e-07,7.73486e-07,7.76255e-07,7.79737e-07,7.84031e-07,7.8925e-07,7.95517e-07,8.02985e-07,8.11809e-07,8.2218e-07,8.34304e-07,8.484e-07,8.64714e-07,8.83489e-07,9.04944e-07,9.29253e-07,9.56428e-07,9.86197e-07,1.01775e-06,1.04924e-06,1.07709e-06,1.09467e-06,1.09048e-06,1.04608e-06,9.35044e-07,7.27476e-07,4.06778e-07,0
0.03,6,2.77556e-17,3.50721e-07,6.49402e-07,8.70771e-07,1.01598e-06,1.09998e-06,1.1406e-06,1.15306e-06,1.14857e-06,1.13467e-06,1.11621e-06,1.09612e-06,1.07615e-06,1.05725e-06,1.03992e-06,1.02436e-06,1.0106e-06,9.98599e-07,9.8823e-07,9.79377e-07,9.71891e-07,9.65637e-07,9.60494e-07,9.56326e-07,9.53027e-07,9.50505e-07,9.4865e-07,9.47399e-07,9.4667e-07,9.46391e-07,9.46525e-07,9.46995e-07,9.47768e-07,9.48811e-07,9.5006e-07,9.51521e-07,9.53132e-07,9.54881e-07,9.56754e-07,9.58705e-07,9.60749e-07,9.62841e-07,9.6498e-07,9.6716e-07,9.69343e-07,9.7156e-07,9.73758e-07,9.75974e-07,9.78165e-07,9.80342e-07,9.82501e-07,9.84623e-07,9.86732e-07,9.88784e-07,9.9082e-07,9.9279e-07,9.94742e-07,9.96628e-07,9.98486e-07,1.00028e-06,1.00203e-06,1.00372e-06,1.00538e-06,1.00697e-06,1.00851e-06,1.00999e-06,1.01142e-06,1.0128e-06,1.01412e-06,1.01538e-06,1.01659e-06,1.01774e-06,1.01884e-06,1.01988e-06,1.02087e-06,1.0218e-06,1.02267e-06,1.02349e-06,1.02426e-06,1.02496e-06,1.02561e-06,1.02622e-06,1.02674e-06,1.02722e-06,1.02766e-06,1.02802e-06,1.02832e-06,1.02857e-06,1.02876e-06,1.02889e-06,1.02898e-06,1.02901e-06,1.02897e-06,1.02888e-06,1.02874e-06,1.02855e-06,1.0283e-06,1.02799e-06,1.02763e-06,1.02723e-06,1.02677e-06,1.02627e-06,1.02572e-06,1.02513e-06,1.02449e-06,1.0238e-06,1.02306e-06,1.02227e-06,1.02145e-06,1.02059e-06,1.01967e-06,1.0187e-06,1.0177e-06,1.01667e-06,1.01558e-06,1.01446e-06,1.01329e-06,1.01206e-06,1.01081e-06,1.00953e-06,1.00817e-06,1.0068e-06,1.00538e-06,1.0039e-06,1.0024e-06,1.00085e-06,9.99257e-07,9.97628e-07,9.95959e-07,9.9424e-07,9.92496e-07,9.90699e-07,9.88879e-07,9.87004e-07,9.85103e-07,9.83159e-07,9.8119e-07,9.79179e-07,9.77142e-07,9.75065e-07,9.72973e-07,9.70843e-07,9.68702e-07,9.66519e-07,9.64335e-07,9.62111e-07,9.59896e-07,9.57643e-07,9.55402e-07,9.5313e-07,9.50873e-07,9.48607e-07,9.46349e-07,9.44106e-07,9.41865e-07,9.3967e-07,9.37483e-07,9.35357e-07,9.33261e-07,9.31233e-07,9.29278e-07,9.27399e-07,9.2564e-07,9.23989e-07,9.2249e-07,9.21161e-07,9.20014e-07,9.19112e-07,9.18452e-07,9.18099e-07,9.18086e-07,9.18451e-07,9.1927e-07,9.20583e-07,9.22463e-07,9.24995e-07,9.28242e-07,9.32315e-07,9.37308e-07,9.43329e-07,9.50515e-07,9.58985e-07,9.68876e-07,9.80337e-07,9.93487e-07,1.00844e-06,1.02525e-06,1.04387e-06,1.0641e-06,1.08544e-06,1.10693e-06,1.1268e-06,1.14212e-06,1.14801e-06,1.1369e-06,1.09755e-06,1.01467e-06,8.70383e-07,6.49627e-07,3.51126e-07,2.77556e-17
0.035,7,2.77556e-17,3.10816e-07,5.8773e-07,8.10482e-07,9.74405e-07,1.08569e-06,1.15522e-06,1.19425e-06,1.21231e-06,1.21673e-06,1.21273e-06,1.20389e-06,1.19261e-06,1.18042e-06,1.16827e-06,1.15674e-06,1.14615e-06,1.13665e-06,1.12832e-06,1.12112e-06,1.11503e-06,1.10998e-06,1.10587e-06,1.10263e-06,1.10017e-06,1.09842e-06,1.09731e-06,1.09675e-06,1.09668e-06,1.09706e-06,1.09782e-06,1.09891e-06,1.1003e-06,1.10193e-06,1.10379e-06,1.10582e-06,1.10801e-06,1.11033e-06,1.11276e-06,1.11527e-06,1.11785e-06,1.12049e-06,1.12316e-06,1.12585e-06,1.12855e-06,1.13126e-06,1.13396e-06,1.13665e-06,1.13931e-06,1.14195e-06,1.14456e-06,1.14712e-06,1.14965e-06,1.15212e-06,1.15455e-06,1.15693e-06,1.15925e-06,1.16151e-06,1.16371e-06,1.16586e-06,1.16794e-06,1.16996e-06,1.17192e-06,1.17381e-06,1.17564e-06,1.1774e-06,1.17911e-06,1.18073e-06,1.18231e-06,1.1838e-06,1.18525e-06,1.18661e-06,1.18793e-06,1.18915e-06,1.19034e-06,1.19145e-06,1.19248e-06,1.19347e-06,1.19437e-06,1.19522e-06,1.19601e-06,1.19671e-06,1.19735e-06,1.19794e-06,1.19846e-06,1.1989e-06,1.19926e-06,1.19958e-06,1.19982e-06,1.19999e-06,1.20011e-06,1.20016e-06,1.20013e-06,1.20004e-06,1.19988e-06,1.19967e-06,1.1994e-06,1.19906e-06,1.19865e-06,1.19819e-06,1.19768e-06,1.1971e-06,1.19648e-06,1.1958e-06,1.19506e-06,1.19426e-06,1.19341e-06,1.19251e-06,1.19157e-06,1.19057e-06,1.1895e-06,1.18839e-06,1.18724e-06,1.18603e-06,1.18476e-06,1.18347e-06,1.18212e-06,1.1807e-06,1.17924e-06,1.17773e-06,1.17618e-06,1.17457e-06,1.17291e-06,1.17121e-06,1.16944e-06,1.16765e-06,1.16579e-06,1.16388e-06,1.16195e-06,1.15993e-06,1.1579e-06,1.1558e-06,1.15367e-06,1.15148e-06,1.14926e-06,1.14698e-06,1.14467e-06,1.14232e-06,1.13993e-06,1.1375e-06,1.13503e-06,1.13253e-06,1.13e-06,1.12744e-06,1.12486e-06,1.12224e-06,1.1196e-06,1.11694e-06,1.11426e-06,1.11157e-06,1.10886e-06,1.10615e-06,1.10344e-06,1.10073e-06,1.09804e-06,1.09535e-06,1.09271e-06,1.09008e-06,1.08751e-06,1.08498e-06,1.08253e-06,1.08016e-06,1.07788e-06,1.07573e-06,1.07371e-06,1.07186e-06,1.07021e-06,1.06877e-06,1.0676e-06,1.06671e-06,1.06616e-06,1.066e-06,1.06625e-06,1.06701e-06,1.0683e-06,1.07021e-06,1.07281e-06,1.07616e-06,1.08036e-06,1.08549e-06,1.09162e-06,1.09885e-06,1.10724e-06,1.11683e-06,1.12764e-06,1.1396e-06,1.15255e-06,1.16617e-06,1.17987e-06,1.19269e-06,1.20308e-06,1.20865e-06,1.20579e-06,1.18924e-06,1.15167e-06,1.08347e-06,9.73339e-07,8.10325e-07,5.88135e-07,3.1132e-07,2.77556e-17
