,xi,0,0.00625,0.0125,0.01875,0.025,0.03125,0.0375,0.04375,0.05,0.05625,0.0625,0.06875,0.075,0.08125,0.0875,0.09375,0.1,0.10625,0.1125,0.11875,0.125,0.13125,0.1375,0.14375,0.15,0.15625,0.1625,0.16875,0.175,0.18125,0.1875,0.19375,0.2,0.20625,0.2125,0.21875,0.225,0.23125,0.2375,0.24375,0.25,0.25625,0.2625,0.26875,0.275,0.28125,0.2875,0.29375,0.3,0.30625,0.3125,0.31875,0.325,0.33125,0.3375,0.34375,0.35,0.35625,0.3625,0.36875,0.375,0.38125,0.3875,0.39375,0.4,0.40625,0.4125,0.41875,0.425,0.43125,0.4375,0.44375,0.45,0.45625,0.4625,0.46875,0.475,0.48125,0.4875,0.49375,0.5,0.50625,0.5125,0.51875,0.525,0.53125,0.5375,0.54375,0.55,0.55625,0.5625,0.56875,0.575,0.58125,0.5875,0.59375,0.6,0.60625,0.6125,0.61875,0.625,0.63125,0.6375,0.64375,0.65,0.65625,0.6625,0.66875,0.675,0.68125,0.6875,0.69375,0.7,0.70625,0.7125,0.71875,0.725,0.73125,0.7375,0.74375,0.75,0.75625,0.7625,0.76875,0.775,0.78125,0.7875,0.79375,0.8,0.80625,0.8125,0.81875,0.825,0.83125,0.8375,0.84375,0.85,0.85625,0.8625,0.86875,0.875,0.88125,0.8875,0.89375,0.9,0.90625,0.9125,0.91875,0.925,0.93125,0.9375,0.94375,0.95,0.95625,0.9625,0.96875,0.975,0.98125,0.9875,0.99375,1
yj,j / i,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.00625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00002,1.00002,1.00002,1.00002,1.00002,1.00002,1.00002,1.00002,1.00002,1.00003,1.00003,1.00003,1.00003,1.00003,1.00003,1.00003,1.00003,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00005,1.00005,1.00005,1.00005,1.00005,1.00005,1.00006,1.00006,1.00006,1.00006,1.00006,1.00007,1.00007,1.00007,1.00007,1.00007,1.00008,1.00008,1.00008,1.00008,1.00008,1.00009,1.00009,1.00009,1.00009,1.0001,1.0001,1.0001,1.0001,1.00011,1.00011,1.00011,1.00011,1.00012,1.00012,1.00012,1.00012,1.00013,1.00013,1.00013,1.00014,1.00014,1.00014,1.00014,1.00015,1.00015,1.00015,1.00016,1.00016,1.00016,1.00017,1.00017,1.00017,1.00018,1.00018,1.00018,1.00019,1.00019,1.00019,1.0002,1.0002,1.0002,1.00021,1.00021,1.00021,1.00022,1.00022,1.00022,1.00023,1.00023,1.00024,1.00024,1.00024,1.00025,1.00025,1.00025,1.00026,1.00026,1.00027,1.00027,1.00027,1.00028,1.00028,1.00029,1.00029,1.0003,1.0003,1.0003,1.00031,1.00031,1.00032,1.00032,1.00033,1.00033,1.00033,1.00034,1.00034,1.00035,1.00035,1.00036,1.00036,1.00037,1.00037,1.00038,1.00038,1.00039
0.0125,2,1,1,1,1,1,1,1,1,1,1,1.00001,1.00001,1.00001,1.00001,1.00001,1.00001,1.00002,1.00002,1.00002,1.00002,1.00002,1.00003,1.00003,1.00003,1.00003,1.00004,1.00004,1.00004,1.00005,1.00005,1.00005,1.00006,1.00006,1.00007,1.00007,1.00007,1.00008,1.00008,1.00009,1.00009,1.0001,1.0001,1.00011,1.00011,1.00012,1.00012,1.00013,1.00013,1.00014,1.00014,1.00015,1.00016,1.00016,1.00017,1.00018,1.00018,1.00019,1.0002,1.0002,1.00021,1.00022,1.00022,1.00023,1.00024,1.00025,1.00025,1.00026,1.00027,1.00028,1.00029,1.0003,1.0003,1.00031,1.00032,1.00033,1.00034,1.00035,1.00036,1.00037,1.00038,1.00039,1.0004,1.00041,1.00042,1.00043,1.00044,1.00045,1.00046,1.00047,1.00048,1.00049,1.0005,1.00051,1.00052,1.00053,1.00054,1.00056,1.00057,1.00058,1.00059,1.0006,1.00061,1.00063,1.00064,1.00065,1.00066,1.00068,1.00069,1.0007,1.00072,1.00073,1.00074,1.00076,1.00077,1.00078,1.0008,1.00081,1.00082,1.00084,1.00085,1.00087,1.00088,1.0009,1.00091,1.00093,1.00094,1.00096,1.00097,1.00099,1.001,1.00102,1.00103,1.00105,1.00107,1.00108,1.0011,1.00111,1.00113,1.00115,1.00116,1.00118,1.0012,1.00121,1.00123,1.00125,1.00127,1.00128,1.0013,1.00132,1.00134,1.00136,1.00137,1.00139,1.00141,1.00143,1.00145,1.00147,1.00149,1.0015,1.00152,1.00154
0.01875,3,1,1,1,1,1,1,1,1.00001,1.00001,1.00001,1.00001,1.00002,1.00002,1.00002,1.00003,1.00003,1.00003,1.00004,1.00004,1.00005,1.00005,1.00006,1.00007,1.00007,1.00008,1.00008,1.00009,1.0001,1.00011,1.00011,1.00012,1.00013,1.00014,1.00015,1.00016,1.00017,1.00018,1.00019,1.0002,1.00021,1.00022,1.00023,1.00024,1.00025,1.00026,1.00027,1.00029,1.0003,1.00031,1.00033,1.00034,1.00035,1.00037,1.00038,1.0004,1.00041,1.00043,1.00044,1.00046,1.00047,1.00049,1.0005,1.00052,1.00054,1.00056,1.00057,1.00059,1.00061,1.00063,1.00065,1.00066,1.00068,1.0007,1.00072,1.00074,1.00076,1.00078,1.0008,1.00082,1.00085,1.00087,1.00089,1.00091,1.00093,1.00096,1.00098,1.001,1.00103,1.00105,1.00107,1.0011,1.00112,1.00115,1.00117,1.0012,1.00122,1.00125,1.00128,1.0013,1.00133,1.00136,1.00138,1.00141,1.00144,1.00147,1.00149,1.00152,1.00155,1.00158,1.00161,1.00164,1.00167,1.0017,1.00173,1.00176,1.00179,1.00182,1.00186,1.00189,1.00192,1.00195,1.00199,1.00202,1.00205,1.00208,1.00212,1.00215,1.00219,1.00222,1.00226,1.00229,1.00233,1.00236,1.0024,1.00243,1.00247,1.00251,1.00254,1.00258,1.00262,1.00266,1.0027,1.00273,1.00277,1.00281,1.00285,1.00289,1.00293,1.00297,1.00301,1.00305,1.00309,1.00313,1.00317,1.00322,1.00326,1.0033,1.00334,1.00339,1.00343,1.00347
0.025,4,1,1,1,1,1,1.00001,1.00001,1.00001,1.00002,1.00002,1.00002,1.00003,1.00003,1.00004,1.00005,1.00005,1.00006,1.00007,1.00008,1.00009,1.0001,1.00011,1.00012,1.00013,1.00014,1.00015,1.00016,1.00018,1.00019,1.0002,1.00022,1.00023,1.00025,1.00026,1.00028,1.0003,1.00031,1.00033,1.00035,1.00037,1.00039,1.00041,1.00043,1.00045,1.00047,1.00049,1.00051,1.00053,1.00056,1.00058,1.0006,1.00063,1.00065,1.00068,1.0007,1.00073,1.00076,1.00078,1.00081,1.00084,1.00087,1.0009,1.00093,1.00096,1.00099,1.00102,1.00105,1.00108,1.00111,1.00115,1.00118,1.00121,1.00125,1.00128,1.00132,1.00136,1.00139,1.00143,1.00147,1.0015,1.00154,1.00158,1.00162,1.00166,1.0017,1.00174,1.00178,1.00182,1.00187,1.00191,1.00195,1.002,1.00204,1.00208,1.00213,1.00218,1.00222,1.00227,1.00232,1.00236,1.00241,1.00246,1.00251,1.00256,1.00261,1.00266,1.00271,1.00276,1.00281,1.00286,1.00292,1.00297,1.00302,1.00308,1.00313,1.00319,1.00324,1.0033,1.00336,1.00341,1.00347,1.00353,1.00359,1.00365,1.00371,1.00377,1.00383,1.00389,1.00395,1.00401,1.00407,1.00414,1.0042,1.00427,1.00433,1.00439,1.00446,1.00453,1.00459,1.00466,1.00473,1.00479,1.00486,1.00493,1.005,1.00507,1.00514,1.00521,1.00528,1.00535,1.00543,1.0055,1.00557,1.00565,1.00572,1.00579,1.00587,1.00595,1.00602,1.0061,1.00617
0.03125,5,1,1,1,1,1.00001,1.00001,1.00001,1.00002,1.00002,1.00003,1.00004,1.00005,1.00005,1.00006,1.00007,1.00008,1.0001,1.00011,1.00012,1.00014,1.00015,1.00017,1.00018,1.0002,1.00022,1.00024,1.00025,1.00027,1.0003,1.00032,1.00034,1.00036,1.00039,1.00041,1.00044,1.00046,1.00049,1.00052,1.00054,1.00057,1.0006,1.00063,1.00066,1.0007,1.00073,1.00076,1.0008,1.00083,1.00087,1.0009,1.00094,1.00098,1.00102,1.00106,1.0011,1.00114,1.00118,1.00122,1.00127,1.00131,1.00136,1.0014,1.00145,1.00149,1.00154,1.00159,1.00164,1.00169,1.00174,1.00179,1.00185,1.0019,1.00195,1.00201,1.00206,1.00212,1.00218,1.00223,1.00229,1.00235,1.00241,1.00247,1.00253,1.00259,1.00266,1.00272,1.00279,1.00285,1.00292,1.00298,1.00305,1.00312,1.00319,1.00326,1.00333,1.0034,1.00347,1.00354,1.00362,1.00369,1.00377,1.00384,1.00392,1.004,1.00407,1.00415,1.00423,1.00431,1.00439,1.00448,1.00456,1.00464,1.00473,1.00481,1.0049,1.00498,1.00507,1.00516,1.00525,1.00534,1.00543,1.00552,1.00561,1.0057,1.00579,1.00589,1.00598,1.00608,1.00617,1.00627,1.00637,1.00647,1.00657,1.00667,1.00677,1.00687,1.00697,1.00707,1.00718,1.00728,1.00739,1.00749,1.0076,1.00771,1.00782,1.00793,1.00804,1.00815,1.00826,1.00837,1.00848,1.0086,1.00871,1.00883,1.00894,1.00906,1.00918,1.00929,1.00941,1.00953,1.00965
0.0375,6,1,1,1,1,1.00001,1.00001,1.00002,1.00003,1.00003,1.00004,1.00005,1.00007,1.00008,1.00009,1.00011,1.00012,1.00014,1.00016,1.00018,1.0002,1.00022,1.00024,1.00026,1.00029,1.00031,1.00034,1.00037,1.0004,1.00043,1.00046,1.00049,1.00052,1.00056,1.00059,1.00063,1.00066,1.0007,1.00074,1.00078,1.00082,1.00087,1.00091,1.00096,1.001,1.00105,1.0011,1.00115,1.0012,1.00125,1.0013,1.00136,1.00141,1.00147,1.00152,1.00158,1.00164,1.0017,1.00176,1.00182,1.00189,1.00195,1.00202,1.00208,1.00215,1.00222,1.00229,1.00236,1.00243,1.00251,1.00258,1.00266,1.00273,1.00281,1.00289,1.00297,1.00305,1.00313,1.00322,1.0033,1.00339,1.00347,1.00356,1.00365,1.00374,1.00383,1.00392,1.00401,1.00411,1.0042,1.0043,1.00439,1.00449,1.00459,1.00469,1.00479,1.0049,1.005,1.00511,1.00521,1.00532,1.00543,1.00554,1.00565,1.00576,1.00587,1.00598,1.0061,1.00621,1.00633,1.00645,1.00657,1.00669,1.00681,1.00693,1.00705,1.00718,1.0073,1.00743,1.00756,1.00769,1.00782,1.00795,1.00808,1.00821,1.00835,1.00848,1.00862,1.00876,1.0089,1.00904,1.00918,1.00932,1.00946,1.00961,1.00975,1.0099,1.01004,1.01019,1.01034,1.01049,1.01064,1.0108,1.01095,1.01111,1.01126,1.01142,1.01158,1.01174,1.0119,1.01206,1.01222,1.01239,1.01255,1.01272,1.01289,1.01305,1.01322,1.01339,1.01356,1.01374,1.01391
0.04375,7,1,1,1,1.00001,1.00001,1.00002,1.00003,1.00004,1.00005,1.00006,1.00007,1.00009,1.00011,1.00012,1.00014,1.00017,1.00019,1.00021,1.00024,1.00027,1.0003,1.00033,1.00036,1.00039,1.00043,1.00046,1.0005,1.00054,1.00058,1.00062,1.00066,1.00071,1.00076,1.0008,1.00085,1.0009,1.00096,1.00101,1.00107,1.00112,1.00118,1.00124,1.0013,1.00136,1.00143,1.00149,1.00156,1.00163,1.0017,1.00177,1.00185,1.00192,1.002,1.00207,1.00215,1.00223,1.00232,1.0024,1.00248,1.00257,1.00266,1.00275,1.00284,1.00293,1.00302,1.00312,1.00322,1.00331,1.00341,1.00352,1.00362,1.00372,1.00383,1.00394,1.00404,1.00415,1.00427,1.00438,1.00449,1.00461,1.00473,1.00485,1.00497,1.00509,1.00521,1.00534,1.00546,1.00559,1.00572,1.00585,1.00598,1.00612,1.00625,1.00639,1.00653,1.00667,1.00681,1.00695,1.0071,1.00724,1.00739,1.00754,1.00769,1.00784,1.00799,1.00815,1.0083,1.00846,1.00862,1.00878,1.00894,1.00911,1.00927,1.00944,1.00961,1.00977,1.00995,1.01012,1.01029,1.01047,1.01064,1.01082,1.011,1.01118,1.01137,1.01155,1.01174,1.01193,1.01211,1.0123,1.0125,1.01269,1.01289,1.01308,1.01328,1.01348,1.01368,1.01388,1.01409,1.01429,1.0145,1.01471,1.01492,1.01513,1.01534,1.01555,1.01577,1.01599,1.01621,1.01643,1.01665,1.01687,1.0171,1.01732,1.01755,1.01778,1.01801,1.01824,1.01848,1.01871,1.01895
